claim_id,claim_date,province,claim_types,claim_amount,claim_status
787,2026-05-15,KwaZulu-Natal,Life Insurance,26934,Approved
381,2026-05-16,KwaZulu-Natal,Life Insurance,20991,Rejected
868,2026-05-16,KwaZulu-Natal,Health Insurance,17322,Pending
901,2026-05-17,Gauteng,Business Insurance,44939,Rejected
520,2026-05-17,Mpumalanga,Home Insurance,5173,Pending
780,2026-05-18,Free State,Health Insurance,6307,Rejected
103,2026-05-18,Free State,Health Insurance,21447,Pending
97,2026-05-18,Western Cape,Life Insurance,45724,Pending
702,2026-05-18,Mpumalanga,Home Insurance,30315,Rejected
719,2026-05-19,Limpopo,Life Insurance,44764,Approved
222,2026-05-19,Western Cape,Health Insurance,13867,Pending
479,2026-05-20,Eastern Cape,Life Insurance,24749,Approved
34,2026-05-20,Western Cape,Home Insurance,30320,Rejected
665,2026-05-21,Northern Cape,Home Insurance,3642,Approved
412,2026-05-21,Northern Cape,Life Insurance,13251,Pending
957,2026-05-21,KwaZulu-Natal,Health Insurance,41142,Pending
285,2026-05-21,KwaZulu-Natal,Business Insurance,16514,Rejected
124,2026-05-21,Free State,Health Insurance,45245,Approved
663,2026-05-23,Gauteng,Health Insurance,41387,Approved
602,2026-05-23,Western Cape,Motor Vehicle,23742,Pending
481,2026-05-23,Mpumalanga,Life Insurance,26582,Rejected
50,2026-05-24,North West,Business Insurance,17923,Rejected
213,2026-05-25,North West,Health Insurance,7474,Pending
147,2026-05-25,Mpumalanga,Health Insurance,43512,Pending
545,2026-05-26,North West,Home Insurance,14794,Rejected
170,2026-05-26,North West,Health Insurance,43552,Rejected
453,2026-05-26,North West,Home Insurance,4551,Rejected
180,2026-05-26,Western Cape,Business Insurance,48562,Rejected
30,2026-05-26,Eastern Cape,Health Insurance,47179,Pending
738,2026-05-26,KwaZulu-Natal,Home Insurance,27249,Approved
289,2026-05-27,Limpopo,Business Insurance,21331,Pending
246,2026-05-27,KwaZulu-Natal,Motor Vehicle,3895,Pending
627,2026-05-28,KwaZulu-Natal,Business Insurance,33088,Rejected
503,2026-05-28,Limpopo,Business Insurance,27732,Approved
756,2026-05-28,KwaZulu-Natal,Health Insurance,31471,Rejected
322,2026-05-28,Limpopo,Home Insurance,31099,Approved
945,2026-05-29,Western Cape,Health Insurance,7160,Approved
243,2026-05-31,Free State,Business Insurance,30290,Rejected
356,2026-05-31,KwaZulu-Natal,Business Insurance,36948,Pending
703,2026-05-31,Northern Cape,Business Insurance,4676,Pending
801,2026-06-01,Mpumalanga,Motor Vehicle,37412,Pending
444,2026-06-01,KwaZulu-Natal,Life Insurance,11014,Pending
693,2026-06-02,Gauteng,Home Insurance,6285,Rejected
548,2026-06-02,Eastern Cape,Business Insurance,33298,Rejected
254,2026-06-02,Mpumalanga,Business Insurance,11211,Pending
438,2026-06-03,Free State,Health Insurance,25885,Approved
614,2026-06-04,Western Cape,Health Insurance,17901,Pending
78,2026-06-05,KwaZulu-Natal,Home Insurance,25087,Approved
966,2026-06-05,North West,Business Insurance,43056,Pending
800,2026-06-06,North West,Home Insurance,42094,Approved
350,2026-06-06,Eastern Cape,Home Insurance,5557,Rejected
946,2026-06-07,Northern Cape,Home Insurance,16810,Pending
629,2026-06-08,Free State,Health Insurance,42167,Rejected
284,2026-06-09,Limpopo,Motor Vehicle,28236,Rejected
396,2026-06-09,Limpopo,Business Insurance,33252,Pending
678,2026-06-09,Northern Cape,Home Insurance,38164,Pending
117,2026-06-09,Limpopo,Motor Vehicle,24303,Approved
500,2026-06-10,Gauteng,Business Insurance,26675,Pending
651,2026-06-10,Mpumalanga,Home Insurance,49021,Rejected
774,2026-06-10,Eastern Cape,Home Insurance,19257,Approved
965,2026-06-10,Mpumalanga,Business Insurance,40579,Approved
658,2026-06-10,Eastern Cape,Business Insurance,30231,Rejected
863,2026-06-13,North West,Business Insurance,27884,Rejected
465,2026-06-15,Limpopo,Motor Vehicle,32845,Approved
494,2026-06-16,Free State,Motor Vehicle,2363,Pending
951,2026-06-16,North West,Business Insurance,26396,Pending
731,2026-06-16,Northern Cape,Motor Vehicle,9252,Rejected
625,2026-06-18,Gauteng,Health Insurance,46833,Rejected
856,2026-06-21,Western Cape,Home Insurance,1136,Rejected
676,2026-06-21,Free State,Life Insurance,19845,Approved
282,2026-06-22,North West,Life Insurance,6722,Pending
518,2026-06-24,Free State,Motor Vehicle,37258,Pending
115,2026-06-25,Northern Cape,Life Insurance,21936,Pending
594,2026-06-26,Free State,Motor Vehicle,26027,Pending
709,2026-06-27,Gauteng,Business Insurance,45816,Approved
364,2026-06-29,Northern Cape,Motor Vehicle,45525,Pending
632,2026-06-30,Western Cape,Motor Vehicle,11825,Approved
604,2026-06-30,Free State,Home Insurance,39709,Approved
