claim_id,claim_date,province,claim_types,claim_amount,claim_status
918,2027-07-07,KwaZulu-Natal,Home Insurance,35947,Rejected
919,2027-07-08,KwaZulu-Natal,Life Insurance,10596,Approved
920,2027-07-09,North West,Home Insurance,39019,Rejected
921,2027-07-10,Limpopo,Business Insurance,43003,Rejected
922,2027-07-11,Northern Cape,Motor Vehicle,19313,Pending
923,2027-07-12,Eastern Cape,Home Insurance,48639,Pending
924,2027-07-13,Northern Cape,Home Insurance,2013,Pending
925,2027-07-14,Eastern Cape,Business Insurance,24705,Pending
926,2027-07-15,Gauteng,Health Insurance,2828,Pending
927,2027-07-16,Limpopo,Life Insurance,8909,Pending
928,2027-07-17,KwaZulu-Natal,Health Insurance,39356,Pending
929,2027-07-18,Mpumalanga,Motor Vehicle,14109,Pending
930,2027-07-19,Eastern Cape,Home Insurance,3023,Approved
931,2027-07-20,Northern Cape,Business Insurance,15537,Rejected
932,2027-07-21,KwaZulu-Natal,Business Insurance,27661,Pending
933,2027-07-22,Eastern Cape,Life Insurance,39659,Pending
934,2027-07-23,Eastern Cape,Health Insurance,34848,Rejected
935,2027-07-24,North West,Life Insurance,38804,Approved
936,2027-07-25,Eastern Cape,Home Insurance,16379,Rejected
937,2027-07-26,Mpumalanga,Life Insurance,28766,Rejected
938,2027-07-27,Limpopo,Business Insurance,44590,Pending
939,2027-07-28,Mpumalanga,Business Insurance,3563,Rejected
940,2027-07-29,Free State,Motor Vehicle,37060,Rejected
941,2027-07-30,KwaZulu-Natal,Motor Vehicle,30197,Pending
942,2027-07-31,Limpopo,Home Insurance,4586,Pending
943,2027-08-01,North West,Health Insurance,17087,Pending
944,2027-08-02,Limpopo,Life Insurance,49868,Pending
945,2027-08-03,Limpopo,Home Insurance,24225,Rejected
946,2027-08-04,Northern Cape,Motor Vehicle,30750,Rejected
947,2027-08-05,Limpopo,Life Insurance,7643,Approved
948,2027-08-06,North West,Motor Vehicle,28523,Approved
949,2027-08-07,Mpumalanga,Life Insurance,37727,Rejected
950,2027-08-08,Limpopo,Health Insurance,12005,Approved
951,2027-08-09,Gauteng,Home Insurance,44543,Rejected
952,2027-08-10,KwaZulu-Natal,Life Insurance,1161,Approved
953,2027-08-11,Limpopo,Business Insurance,17029,Pending
954,2027-08-12,KwaZulu-Natal,Business Insurance,15226,Approved
955,2027-08-13,Gauteng,Life Insurance,29731,Pending
956,2027-08-14,Gauteng,Life Insurance,44922,Pending
957,2027-08-15,KwaZulu-Natal,Life Insurance,45848,Pending
958,2027-08-16,Eastern Cape,Business Insurance,4390,Pending
959,2027-08-17,Free State,Business Insurance,6997,Approved
960,2027-08-18,Northern Cape,Life Insurance,13693,Rejected
961,2027-08-19,Eastern Cape,Motor Vehicle,43092,Pending
962,2027-08-20,Eastern Cape,Motor Vehicle,1541,Approved
963,2027-08-21,Mpumalanga,Health Insurance,22817,Pending
964,2027-08-22,Northern Cape,Home Insurance,38861,Approved
965,2027-08-23,Northern Cape,Motor Vehicle,14428,Approved
966,2027-08-24,Eastern Cape,Business Insurance,44934,Approved
967,2027-08-25,Limpopo,Motor Vehicle,49831,Rejected
968,2027-08-26,Mpumalanga,Health Insurance,11258,Approved
969,2027-08-27,Mpumalanga,Health Insurance,17044,Approved
970,2027-08-28,Gauteng,Home Insurance,30411,Rejected
971,2027-08-29,North West,Motor Vehicle,6469,Rejected
972,2027-08-30,Northern Cape,Business Insurance,29854,Approved
973,2027-08-31,Eastern Cape,Business Insurance,7256,Rejected
974,2027-09-01,Gauteng,Life Insurance,11720,Pending
975,2027-09-02,KwaZulu-Natal,Business Insurance,34937,Pending
976,2027-09-03,Free State,Home Insurance,34598,Rejected
977,2027-09-04,North West,Home Insurance,2651,Rejected
978,2027-09-05,North West,Business Insurance,20194,Approved
979,2027-09-06,North West,Business Insurance,26051,Rejected
980,2027-09-07,Mpumalanga,Life Insurance,28386,Approved
981,2027-09-08,KwaZulu-Natal,Business Insurance,10518,Pending
982,2027-09-09,North West,Life Insurance,47026,Rejected
983,2027-09-10,KwaZulu-Natal,Life Insurance,17184,Approved
984,2027-09-11,Limpopo,Business Insurance,34787,Approved
985,2027-09-12,North West,Health Insurance,22621,Pending
986,2027-09-13,Free State,Health Insurance,11028,Rejected
987,2027-09-14,KwaZulu-Natal,Life Insurance,13448,Pending
988,2027-09-15,KwaZulu-Natal,Business Insurance,46253,Approved
989,2027-09-16,Free State,Health Insurance,35051,Approved
990,2027-09-17,North West,Business Insurance,31447,Rejected
991,2027-09-18,Free State,Business Insurance,19394,Approved
992,2027-09-19,KwaZulu-Natal,Business Insurance,35501,Rejected
993,2027-09-20,Free State,Motor Vehicle,31254,Pending
994,2027-09-21,KwaZulu-Natal,Business Insurance,19509,Rejected
995,2027-09-22,KwaZulu-Natal,Motor Vehicle,49998,Rejected
996,2027-09-23,Limpopo,Life Insurance,15472,Approved
997,2027-09-24,Eastern Cape,Health Insurance,46657,Approved
998,2027-09-25,KwaZulu-Natal,Health Insurance,4471,Rejected
999,2027-09-26,North West,Health Insurance,42796,Approved
1000,2027-09-27,Gauteng,Health Insurance,31268,Approved
